 # time, norm, step_i 
0.0000000000000000 1.0000000000000002 0
0.0010000000000000 1.0000000253405643 1
0.0020000000000000 1.0000000751914444 2
0.0030000000000000 1.0000001246596750 3
0.0040000000000000 1.0000001734566522 4
0.0050000000000000 1.0000002212997126 5
0.0060000000000000 1.0000002679146298 6
0.0070000000000000 1.0000003130380175 7
0.0080000000000000 1.0000003564195898 8
0.0090000000000000 1.0000003978242722 9
0.0100000000000000 1.0000004370341242 10
0.0110000000000000 1.0000004738500663 11
0.0120000000000000 1.0000005080933749 12
0.0130000000000000 1.0000005396069525 13
0.0140000000000000 1.0000005682563449 14
0.0150000000000000 1.0000005939305019 15
0.0160000000000000 1.0000006165422848 16
0.0170000000000000 1.0000006360287164 17
0.0180000000000000 1.0000006523509675 18
0.0190000000000000 1.0000006654941029 19
0.0200000000000000 1.0000006754665940 20
0.0210000000000000 1.0000006822995913 21
0.0220000000000000 1.0000006860460051 22
0.0230000000000000 1.0000006867793836 23
0.0240000000000000 1.0000006845926266 24
0.0250000000000000 1.0000006795965461 25
0.0260000000000000 1.0000006719183014 26
0.0270000000000000 1.0000006616997346 27
0.0280000000000000 1.0000006490956188 28
0.0290000000000000 1.0000006342718579 29
0.0300000000000000 1.0000006174036526 30
0.0310000000000000 1.0000005986736531 31
0.0320000000000000 1.0000005782701300 32
0.0330000000000000 1.0000005563851710 33
0.0340000000000000 1.0000005332129347 34
0.0350000000000000 1.0000005089479682 35
0.0360000000000000 1.0000004837836103 36
0.0370000000000000 1.0000004579104920 37
0.0380000000000000 1.0000004315151385 38
0.0390000000000000 1.0000004047786986 39
0.0400000000000000 1.0000003778757838 40
0.0410000000000000 1.0000003509734487 41
0.0420000000000000 1.0000003242302884 42
0.0430000000000000 1.0000002977956819 43
0.0440000000000000 1.0000002718091541 44
0.0450000000000000 1.0000002463998701 45
0.0460000000000000 1.0000002216862574 46
0.0470000000000000 1.0000001977757393 47
0.0480000000000000 1.0000001747645884 48
0.0490000000000000 1.0000001527378777 49
0.0500000000000000 1.0000001317695357 50
0.0510000000000000 1.0000001119224826 51
0.0520000000000000 1.0000000932488515 52
0.0530000000000000 1.0000000757902765 53
0.0540000000000000 1.0000000595782417 54
0.0550000000000000 1.0000000446344817 55
0.0560000000000000 1.0000000309714223 56
0.0570000000000000 1.0000000185926607 57
0.0580000000000000 1.0000000074934590 58
0.0590000000000000 0.9999999976612676 59
0.0600000000000000 0.9999999890762497 60
0.0610000000000000 0.9999999817118101 61
0.0620000000000000 0.9999999755351258 62
0.0630000000000000 0.9999999705076602 63
0.0640000000000000 0.9999999665856714 64
0.0650000000000000 0.9999999637207002 65
0.0660000000000000 0.9999999618600375 66
0.0670000000000000 0.9999999609471704 67
0.0680000000000000 0.9999999609222042 68
0.0690000000000000 0.9999999617222571 69
0.0700000000000000 0.9999999632818291 70
0.0710000000000000 0.9999999655331467 71
0.0720000000000000 0.9999999684064796 72
0.0730000000000000 0.9999999718304319 73
0.0740000000000000 0.9999999757322160 74
0.0750000000000000 0.9999999800378974 75
0.0760000000000000 0.9999999846726265 76
0.0770000000000000 0.9999999895608521 77
0.0780000000000000 0.9999999946265201 78
0.0790000000000000 0.9999999997932634 79
0.0800000000000000 1.0000000049845843 80
0.0810000000000000 1.0000000101240307 81
0.0820000000000000 1.0000000151353734 82
0.0830000000000000 1.0000000199427863 83
0.0840000000000000 1.0000000244710292 84
0.0850000000000000 1.0000000286456410 85
0.0860000000000000 1.0000000323931475 86
0.0870000000000000 1.0000000356412790 87
0.0880000000000000 1.0000000383192071 88
0.0890000000000000 1.0000000403578015 89
0.0900000000000000 1.0000000416899069 90
0.0910000000000000 1.0000000422506437 91
0.0920000000000000 1.0000000419777331 92
0.0930000000000000 1.0000000408118424 93
0.0940000000000000 1.0000000386969610 94
0.0950000000000000 1.0000000355807985 95
0.0960000000000000 1.0000000314152020 96
0.0970000000000000 1.0000000261565991 97
0.0980000000000000 1.0000000197664611 98
0.0990000000000000 1.0000000122117760 99
0.1000000000000000 1.0000000034655403 100
0.1010000000000000 0.9999999935072552 101
0.1020000000000000 0.9999999823234262 102
0.1030000000000000 0.9999999699080635 103
0.1040000000000000 0.9999999562631650 104
0.1050000000000000 0.9999999413991941 105
0.1060000000000000 0.9999999253355225 106
0.1070000000000000 0.9999999081008532 107
0.1080000000000000 0.9999998897335947 108
0.1090000000000000 0.9999998702821884 109
0.1100000000000000 0.9999998498053844 110
0.1110000000000000 0.9999998283724434 111
0.1120000000000000 0.9999998060632694 112
0.1130000000000000 0.9999997829684547 113
0.1140000000000000 0.9999997591892387 114
0.1150000000000000 0.9999997348373588 115
0.1160000000000000 0.9999997100348046 116
0.1170000000000000 0.9999996849134527 117
0.1180000000000000 0.9999996596145863 118
0.1190000000000000 0.9999996342882951 119
0.1200000000000000 0.9999996090927480 120
0.1210000000000000 0.9999995841933462 121
0.1220000000000000 0.9999995597617490 122
0.1230000000000000 0.9999995359747772 123
0.1240000000000000 0.9999995130132062 124
0.1250000000000000 0.9999994910604441 125
0.1260000000000000 0.9999994703011047 126
0.1270000000000000 0.9999994509195043 127
0.1280000000000000 0.9999994330980568 128
0.1290000000000000 0.9999994170156276 129
0.1300000000000000 0.9999994028458216 130
0.1310000000000000 0.9999993907552527 131
0.1320000000000000 0.9999993809017916 132
0.1330000000000000 0.9999993734328340 133
0.1340000000000000 0.9999993684835887 134
0.1350000000000000 0.9999993661754250 135
0.1360000000000000 0.9999993666142938 136
0.1370000000000000 0.9999993698892445 137
0.1380000000000000 0.9999993760710656 138
0.1390000000000000 0.9999993852110604 139
0.1400000000000000 0.9999993973399919 140
0.1410000000000000 0.9999994124672028 141
0.1420000000000000 0.9999994305799332 142
0.1430000000000000 0.9999994516428545 143
0.1440000000000000 0.9999994755978243 144
0.1450000000000000 0.9999995023638776 145
0.1460000000000000 0.9999995318374555 146
0.1470000000000000 0.9999995638928850 147
0.1480000000000000 0.9999995983830938 148
0.1490000000000000 0.9999996351405713 149
0.1500000000000000 0.9999996739785626 150
0.1510000000000000 0.9999997146924826 151
0.1520000000000000 0.9999997570615389 152
0.1530000000000000 0.9999998008505504 153
0.1540000000000000 0.9999998458119329 154
0.1550000000000000 0.9999998916878364 155
0.1560000000000000 0.9999999382124030 156
0.1570000000000000 0.9999999851141286 157
0.1580000000000000 1.0000000321182823 158
0.1590000000000000 1.0000000789493733 159
0.1600000000000000 1.0000001253336224 160
0.1610000000000000 1.0000001710014093 161
0.1620000000000000 1.0000002156896721 162
0.1630000000000000 1.0000002591442216 163
0.1640000000000000 1.0000003011219476 164
0.1650000000000000 1.0000003413928884 165
0.1660000000000000 1.0000003797421444 166
0.1670000000000000 1.0000004159716060 167
0.1680000000000000 1.0000004499014836 168
0.1690000000000000 1.0000004813716246 169
0.1700000000000000 1.0000005102426008 170
0.1710000000000000 1.0000005363965569 171
0.1720000000000000 1.0000005597378245 172
0.1730000000000000 1.0000005801932845 173
0.1740000000000000 1.0000005977124928 174
0.1750000000000000 1.0000006122675671 175
0.1760000000000000 1.0000006238528432 176
0.1770000000000000 1.0000006324843160 177
0.1780000000000000 1.0000006381988724 178
0.1790000000000000 1.0000006410533384 179
0.1800000000000000 1.0000006411233533 180
0.1810000000000000 1.0000006385020950 181
0.1820000000000000 1.0000006332988691 182
0.1830000000000000 1.0000006256376006 183
0.1840000000000000 1.0000006156552250 184
0.1850000000000000 1.0000006035000308 185
0.1860000000000000 1.0000005893299460 186
0.1870000000000000 1.0000005733108148 187
0.1880000000000000 1.0000005556146747 188
0.1890000000000000 1.0000005364180473 189
0.1900000000000000 1.0000005159002772 190
0.1910000000000000 1.0000004942419223 191
0.1920000000000000 1.0000004716232163 192
